article_link,headline,classes
https://www.huffingtonpost.com/entry/barcelona-ref...,realiti behind messag narendra modi imran khan rd march though messag haqeeqat worthi,2
https://entertainment.theonion.com/nuclear-bomb-de...,never knew tavleen terribl scare modi would use name train gun job creation tenur,2
https://entertainment.theonion.com/nuclear-bomb-de...,rahul congress modi game changer jumla modi special,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,expens ad modi poll exp account candid disqualifi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,must watch videowhat modi sinc,0
https://entertainment.theonion.com/nuclear-bomb-de...,india come term ppl like sell dream bashan requir intellect compet run countri dont pack modi time,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi said l per famili never happen way rahul promis elect gimmick,0
https://www.huffingtonpost.com/entry/barcelona-ref...,feel solid tooi felt pain abhinandan militri take bleedingbut modi messedup situationw could done anyth abhinandan attacki even send tweet narendra modi profil suspend,0
https://entertainment.theonion.com/nuclear-bomb-de...,nirav modi total loan pnb less asset worth recov pnb net outstand loan made pay nomin interest per year crore alon sustain one lakh famili,1
https://entertainment.theonion.com/nuclear-bomb-de...,earlier sponsor pictur monamohan sonia sponsor biopic modi elect commiss sleep want favor modi open know biopic time fulli plan action modi,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,incid must taken serious taken intern forum expos pakistan modi success unmask pakistan terrorist state intern,1
https://www.huffingtonpost.com/entry/barcelona-ref...,modi address ralli jammu mar,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi accept failur countri done youth sinc give year job declin educ institut politicis hindutva develop farmer suicid rise,2
https://entertainment.theonion.com/nuclear-bomb-de...,mean say doctor lawyer banker pure doctor involv organ trafic lawyer involv handl court case terrorist mafia banker took bribe involv scam case like lalit modi dear coz,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,height frustrat express rahul gandhi end result zero build confid take time one day nation optimist modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,educ modi gain employ rather modi disguis unemploy,1
https://entertainment.theonion.com/nuclear-bomb-de...,rss warn shah joshi would keep quiet ticket cut would send wrong messag upper cast particularli brahmin elector crucial modi shah adam last word joshi,2
https://entertainment.theonion.com/nuclear-bomb-de...,real hindustani modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,dear honor narendra modi sir want leader like remain full enthusiasm assidu work advanc countri amelior condit peopl sir encourag neighbor friend colleagu cast vote,1
https://entertainment.theonion.com/nuclear-bomb-de...,priyanka vadra husband robert vadra loot india say congress vote modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,pleas explain boss modi politic indian defens forc,0
https://www.huffingtonpost.com/entry/barcelona-ref...,rabid soriyar dog bit prashanth still cure rabiesne modi vaccin,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi promis lac black money tax payer money spot differ,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,scare hindu danger lie hindu would extinct modi lose,2
https://www.huffingtonpost.com/entry/barcelona-ref...,grand success coffe karan star plu come new show tea modi cerelac rahul cough syrup kejriw,1
https://entertainment.theonion.com/nuclear-bomb-de...,man hypocrit say dont support congress one tweet support congress disguis person peopl want critic modi reason,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi sargar,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,like modi announc,0
https://www.huffingtonpost.com/entry/barcelona-ref...,narendra modi power joke,1
https://entertainment.theonion.com/nuclear-bomb-de...,founder tak nahi choda inki ghatiya soch yet anoth instanc modishah duo disrespect disregard seniormost leader parti exclus none,2
https://entertainment.theonion.com/nuclear-bomb-de...,air india roll back board pass pictur modi critic via,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,reason chord upset cannot loot fool peopl one person modi reason see understand modi realli thing good countri hope common man fool fake news,1
https://www.huffingtonpost.com/entry/barcelona-ref...,sure maam agre argument cant denial congress compromis bigger threat countri name modi congress option one remov aap ground,1
https://entertainment.theonion.com/nuclear-bomb-de...,incom support promis congress bluff announc modi govern alreadi give rs year dbt subsidi simpl arithmet khangress go cut,0
https://entertainment.theonion.com/nuclear-bomb-de...,narendra modi exclus interview time,0
https://www.huffingtonpost.com/entry/barcelona-ref...,ye win modi win,1
https://entertainment.theonion.com/nuclear-bomb-de...,encourag coup smile attack modi ghandi bhakt parti victimis armi smell bad,2
https://entertainment.theonion.com/nuclear-bomb-de...,realli look commonli call tax expenditur rich peopl part budget account annual crore cut modi twick show lesser past year,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi restyogi bhogi etc wont matter stop celebratingvasu ndtv,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi india crime talk girl much burnt regist case dont cri,1
https://www.huffingtonpost.com/entry/barcelona-ref...,ye nation want know fair press confer set mood modi wave whole univers,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi never said transfer lakh meant much black money swiss bank citizan india get lakh,2
https://entertainment.theonion.com/nuclear-bomb-de...,pretti sure idea gandhi think make lous promis might think modi bring fiscal deficit worst condit rose,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,els need demolish fake nation narr modi godi media peopl let media make nois,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,startup say bjp stole code parti clarifi httpswwwdeccanherald shameless modi chor bluff master,0
https://www.huffingtonpost.com/entry/barcelona-ref...,morrow announc everi famili secur sarkari job master stroke,0
https://entertainment.theonion.com/nuclear-bomb-de...,that baaaaaaaaaaaaaaaaaaaaaaddddddd pappu gandhi famili dynasti kind right india modi dare mean damn countri,1
https://entertainment.theonion.com/nuclear-bomb-de...,elect time open mouth chant modi modi fire job,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,give one reason feel tough power enter muslim home beat mercilessli modi approv realli want muslim arm selv shoot goon like wild anim protect famili,2
https://www.huffingtonpost.com/entry/barcelona-ref...,modi gee give opportun former minist mla come elect qualifi women india especi state rest part countri,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi grate india hope seat,0
https://entertainment.theonion.com/nuclear-bomb-de...,centr state govt work togeth make india tbfree narendra modi via namo app,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,brother other less bhakt blame nehru everyth peopl blame modi everyth take chill realiz india made lot progress question though modi,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi today due advani clever modi remov contest think clever everyon atalji much much good rular modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,welcom futur modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,subash chandra owner zee bjp haryana modi bhakt talk question govt accord anti nation,0
https://entertainment.theonion.com/nuclear-bomb-de...,congress much confid peopl india especi poor farmer made mind vote scare releas narendra modi biopic,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,happen modi contest,0
https://www.huffingtonpost.com/entry/barcelona-ref...,bjp govern data data consult give reserv announc modi would head heel,0
https://entertainment.theonion.com/nuclear-bomb-de...,ask ole pole modi promis give lac,0
https://entertainment.theonion.com/nuclear-bomb-de...,dirti rubbish backstab sort gestur ye rule singl bowler done shit ever backstab india alway courag come infront hit hard next time,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,contest varanasi contest poll amethi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,that rememb adani modi choksi ambani,0
https://entertainment.theonion.com/nuclear-bomb-de...,nirav modi vijay mallaya must repent flee india stay back would better chanc escap punish court,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi govt ensur develop actual touch live poor home road ga connect toilet insur bank account loan name done,2
https://www.huffingtonpost.com/entry/barcelona-ref...,mani twitter make uncomfort concern hard earn live akela chowkidar bana sakhta hai tou itnay saaray,2
https://entertainment.theonion.com/nuclear-bomb-de...,million peopl commun ebiz said chowkidar chukanna nhi dikh rha modi believ heard voic cr peopl vote elect pleay protect constitut right,0
https://entertainment.theonion.com/nuclear-bomb-de...,peopl delhi elect modi thump major fool allianc,1
https://entertainment.theonion.com/nuclear-bomb-de...,that everyon said narega introduc today one success scheme come fund come sinc modi claim increas peopl tax net money redistribut well within constitut provis,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,dont vote modi lakh everi citizen fals black money come day fals promis crore job year lost crore job lost solder year farmer suicid elimin modi come power contrari nation lost one,2
https://www.huffingtonpost.com/entry/barcelona-ref...,actual got smell reform done modi gst collect direct tax collect increas rapidli st enjoy fruit gud work done abv turn modi alreadi fail rafal loan waiver idea fresh one,1
https://entertainment.theonion.com/nuclear-bomb-de...,boss raga told bhukamp ayega transpir shock modi,0
https://entertainment.theonion.com/nuclear-bomb-de...,emerg victori india need modi rajasthan governor kalyan singh,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,soon see modi mall place big bazar walmart campaign promot merchandis,0
https://www.huffingtonpost.com/entry/barcelona-ref...,give man fish feed day teach man fish feed lifetim modi skill india pappu,0
https://entertainment.theonion.com/nuclear-bomb-de...,rss element enter stole manipul data behalf bjp modi elect,0
https://entertainment.theonion.com/nuclear-bomb-de...,south mumbai voter south mumbai never elect repres happi cast vote option modi whose hypernation dont subscrib better option,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi still lack courag vajpay atal bihari vajpaye full fiveyear term prime minist head nation democrat allianc nda govern describ golden period privatis,1
https://www.huffingtonpost.com/entry/barcelona-ref...,start trade dream actual step modi shoe enough sole take extra mile,0
https://entertainment.theonion.com/nuclear-bomb-de...,like adhaar mnrega right winger write tonn stuff nyay fail soon modi come next power supposedli strengthen call bhakta rais path break wast energi,2
https://entertainment.theonion.com/nuclear-bomb-de...,vote modi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,south india doubt reject modi govt north india mark,0
https://entertainment.theonion.com/nuclear-bomb-de...,ye vote chokidar modi let come next year jai telangana jai hind,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi gamechang though could fool everybodi one goim embarrass confess modi fool modi fool modi fool modi fool whole world like,1
https://entertainment.theonion.com/nuclear-bomb-de...,mean modi need thing gstoroptranspar auctionno corrupt improv eas busi clean ganga year other get multipl term,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,also know truth modi parrot,0
https://www.huffingtonpost.com/entry/barcelona-ref...,india achiev mani feat today pravasi bhartiya feel proud motherland long time upsw india continu leadership modi let think,1
https://entertainment.theonion.com/nuclear-bomb-de...,want justifi point prais modi strongest ever conveni suppress fact administr book case final action punish final justic vest judiciari dont think want modi forc judiciari,1
https://entertainment.theonion.com/nuclear-bomb-de...,wonder media india nvr ask modi tone lynch muslim,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,intent make peopl twitter adam ignor vote modi come time think elect made quit clear dude,1
https://www.huffingtonpost.com/entry/barcelona-ref...,ask question belov modi waiv lakh crore corpor loan businessmen rais much money waiv peopl loan,1
https://entertainment.theonion.com/nuclear-bomb-de...,know look delhi kejriw degrad modi degrad hindu symbol name freedom speech doesnt matter messiah minor given right abus hindu,1
https://entertainment.theonion.com/nuclear-bomb-de...,welcom modi sarkar,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,like modi dont like present govern vote modi jana tha nota per jayegaup bjp seat kam jayega gov banan asaf jayengekyoki present gov bed tet sath nainsafi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,bad optic narenda modi promis lakh per person promis thousand rupe per month per famili know play jumla must resign,2
https://entertainment.theonion.com/nuclear-bomb-de...,india modi lord rama omnipresentbut pm pictur railway ticketair india board pass stretch even modi fan like,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi gov work harder get economi gov fund good shape congress fool come power destroy money corrupt mismanag cycl continu happen must happen,1
https://www.huffingtonpost.com/entry/barcelona-ref...,surpris mani channel happi scheme poor call isi investig pathacot masterstrok modi govt,2
https://entertainment.theonion.com/nuclear-bomb-de...,despit fact mohan bhagwat upset helpless rememb quot rss man metaphor modi like scorpion sit shivl remov hand hit chappal either,0
https://entertainment.theonion.com/nuclear-bomb-de...,rememb tweet want money rememb modi rest time abus,0
https://entertainment.theonion.com/nuclear-bomb-de...,massiv job creation modi govt via namo app,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi govern intent docil press via,0
https://www.huffingtonpost.com/entry/barcelona-ref...,modi continu mnrega fund corrupt congress bjp mean say modi rob tye money mnrega payment made,1
https://entertainment.theonion.com/nuclear-bomb-de...,help girl muslim mention muslim caus ppl say minor,0
https://entertainment.theonion.com/nuclear-bomb-de...,none gave misl perhap modi style work place great relianc trust babu use carrot stick polici see dont hand first yr would seen stick stop result,1
https://entertainment.theonion.com/nuclear-bomb-de...,proud prime minist shri narendar modi,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,hope agre modi made fake promis,2
https://www.huffingtonpost.com/entry/barcelona-ref...,hello peopl give power yr congress see happen sarkar year equal best peopl see,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi war environ india,0
https://entertainment.theonion.com/nuclear-bomb-de...,protest flare odisha evict million forest famili prime minist narendra modi bharatiya janata parti bjp oppos evict court order midjuli,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,elect live arun jaitley counter rahul gandhi incom sop call bluff announc time unadkat,1
https://www.huffingtonpost.com/entry/barcelona-ref...,believ give poor wherea believ give adani ambani nirav modi lalit modi vijay mallya,2
https://entertainment.theonion.com/nuclear-bomb-de...,delhi chief elector offic await repli maker biopic modi felt film violat model code conduct,0
https://entertainment.theonion.com/nuclear-bomb-de...,pl allow everi citizen vote onlin ever pl sir let cast vote ravichandran ashwin tweet request modi ipl season ndtv,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,elect sonia famili karuna nidhi fam mulayam singh fam lalu prasad fam jagan mohan reddi fam deve gowda fam chandrabbu naidu fam chandrashekar rao fam sharad pawar fam farooq abdullah fam narendra modi familiesthink twice act wise,1
https://www.huffingtonpost.com/entry/barcelona-ref...,farmer angri modi hindumuslim divid rule formula work agar abdul kalam hindumuslim socht desh liy missil kais banatey ask farmer must watch,2
https://entertainment.theonion.com/nuclear-bomb-de...,anoth poor exampl common sens modi role dear approach elect commiss cant stop laugh,2
https://entertainment.theonion.com/nuclear-bomb-de...,report correct wud rajan explain report extra constitut author rahul moreov approv gold import like nirav modi may upa lost mandat ppl complicit chidambram,0
https://www.huffingtonpost.com/entry/barcelona-ref...,congress parti afraid movi made modi biopic releas impact voter india bjp win done biopic everyon could make biopic,1
https://entertainment.theonion.com/nuclear-bomb-de...,final admit modi jane wala hai,0
https://entertainment.theonion.com/nuclear-bomb-de...,accus forc hindu convers arrest order imran khan unlik modi imran take action punish spread hate lynch peopl name cow roam free india punish modi india,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,like modi modi bjp doesnt come heaven elect previou elect noth realli chang term polit need choos best evil,1
https://www.huffingtonpost.com/entry/barcelona-ref...,aayushman bharat hous poorest poor given modi right wrongwhich alreadi done promis want straight forward answer ye,1
https://entertainment.theonion.com/nuclear-bomb-de...,power seriou earth modi refer thu disgust sycoph,2
https://entertainment.theonion.com/nuclear-bomb-de...,tulsi legitim posit vote block syrian refuge come assad apolog connect modi hindu extremist huge neg,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,aashish tweet soon see modi mall place big bazar walmart campaign promot merchandis,0
https://www.huffingtonpost.com/entry/barcelona-ref...,let tri figur debat run nowadaysnyay would refferd master stroke launch modi question everi angl anchor make wrong narr also refferd crime,0
https://entertainment.theonion.com/nuclear-bomb-de...,mankad new modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,narendra modi web seri start date cast everyth web seri one,0
https://www.huffingtonpost.com/entry/barcelona-ref...,post new video facebook,1
https://entertainment.theonion.com/nuclear-bomb-de...,speech content criticis modi develop agenda plan upliftmwnt old citykab tak logo behlaug fact ask vote,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi shown white paper declar famer give lakh crore mudra scheme shown white paper distribut crore led bulb modi shown manag cadfact bjp raid balakot like strike sleep,0
https://www.huffingtonpost.com/entry/barcelona-ref...,chuj right parson time win shit candid defeat bjp modi meruth ghaziabad,1
https://entertainment.theonion.com/nuclear-bomb-de...,respect sir cant say govt instead modi govt,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,amit shah special stock trade job earlier high invest share modi govt support share soar last year fudg gdp indic present rosi pictur economi made crore fund elect,1
https://www.huffingtonpost.com/entry/barcelona-ref...,know stupid voter nobodi math highli educ global travel folk ask lakh promis modi without even listen speech believ mani,2
https://entertainment.theonion.com/nuclear-bomb-de...,mitron lakh citizen account wah modi wah congress get theyll ruin economi besid alreadi give well throw tshirt,1
https://entertainment.theonion.com/nuclear-bomb-de...,time sir excel jai hind jai karnataka jai modi,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,india need modi india need strong decis leader india need leader know common man need india need honest modi bail saala jija combo,1
https://www.huffingtonpost.com/entry/barcelona-ref...,went slum awar teenag girl encourag mother vote bjp happi take new taskvot bjp modi modi everywher modi kar,1
https://entertainment.theonion.com/nuclear-bomb-de...,done anyth upgrad indian arm forc equip date updat tenur modi govn lot indian forc,0
https://entertainment.theonion.com/nuclear-bomb-de...,ye ad israel list modi foreign polici success stori pose ashley telli saudiua japan rightli ad bangladesh one might consid sri lanka maldiv also case franc asia polici steadi lack breakthrough,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,rubbish take side topic least reason practic man anchor busi channel even imagin support econom nonsens hate modi,2
https://www.huffingtonpost.com/entry/barcelona-ref...,one promot air flight better modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,day remain file nomin paper seat southern half karnataka specul rife narendra modi may contest bengaluru south order boost bjp chanc south india,2
https://entertainment.theonion.com/nuclear-bomb-de...,peopl begusarai accept candid parti insult voter begusarai candid deni fight constitu decid zabardast baat hai inko wave bhi bharosa nahi kanhaiya magic,2
https://www.huffingtonpost.com/entry/barcelona-ref...,thank modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi done poor give fake promis,2
https://entertainment.theonion.com/nuclear-bomb-de...,shame movement modi regim,0
https://entertainment.theonion.com/nuclear-bomb-de...,shame modi terrorist dishonest indian hindu commun,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,bjp win,1
https://www.huffingtonpost.com/entry/barcelona-ref...,mani thing happen ashwini chaubey power bhagalpur sent buxar consider son well unelecatb led sushil modi get even ever took joker,1
https://entertainment.theonion.com/nuclear-bomb-de...,maximum kashmiri pandit consid madi bhagwan fact matter modi real destroy,1
https://entertainment.theonion.com/nuclear-bomb-de...,china welcom exchang goodwil imran narendra modi,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,yeah say modi toil fill coffer earlier govt empti document fact polici paralysi coffer empti even urgent purchas raffl stall,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,pl get lac commit modi pl,0
https://www.huffingtonpost.com/entry/barcelona-ref...,two type peopl social media support modi label bhakt oppos modi label chamch observ differ bhakt alway feel pride name modi next other feel pride name rahul,1
https://entertainment.theonion.com/nuclear-bomb-de...,special thank yogi modi kushinagar,1
https://entertainment.theonion.com/nuclear-bomb-de...,soon find modi mall place big bazaar walmart quip promot merchandis earlier today,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,jumlawala modi celebr jumla imran fake hero modi war pak noth fals drama befool peopl,2
https://entertainment.theonion.com/nuclear-bomb-de...,congress learn game right rg hug modi till recent hard stanc allianc relent rafal show rg foreign trip pay dividend,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi spent statu media modi waiv lakh debt industrialist media modi give farmer media raga promis give k poor media vote liy desh loota degi congress rahul dirti polit,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,still chowkidar even year kisan enough ironi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,dear kangana modi get anoth term may even get elect rajya sabha gallop daili parliament wooden mechan hors,0
https://entertainment.theonion.com/nuclear-bomb-de...,ye know raga pappu come expos fear maintain abki baar modi sarkar paar,0
https://entertainment.theonion.com/nuclear-bomb-de...,sir read jaitley ji rebutt modi alreadi provid scheme worth k dolt keep intact theyr tacitli endors current scheme theyr provid much less differ much much less take ride,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,beef biryani slept asaduddin owaisi attack pulwama ndtv,0
https://www.huffingtonpost.com/entry/barcelona-ref...,mayb modi think old part activ politicsit time murali manohar joshi call day retir,2
https://entertainment.theonion.com/nuclear-bomb-de...,ye use bank account creat modi govern use tax money bribe sway voter sibl use waterway thank work curs modi govern,1
https://entertainment.theonion.com/nuclear-bomb-de...,progress want call smear assad apologist modi thing assumpt hindu stupid idiot met india leader modi opposit,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,raul vinci know modi govern increas financi statu india want loot peopl allow,1
https://www.huffingtonpost.com/entry/barcelona-ref...,blind modi bhakt accept appar modi magic touch india hungri children least meaning way,2
https://entertainment.theonion.com/nuclear-bomb-de...,dear sir recent travel part india talk lot peopl view come parliamentari electionthey said one tone vote one nationalist love indiaw one answer narendra modijai hind,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi year histori,0
https://www.huffingtonpost.com/entry/barcelona-ref...,support troll modi shame act messag via,0
https://entertainment.theonion.com/nuclear-bomb-de...,inc noth zero henc peopl chose bjpmodi stop ask question inc bjp need question andh bhakt still question inc forget rational,0
https://entertainment.theonion.com/nuclear-bomb-de...,definitelyw vote modi best effort ever big victori,1
https://entertainment.theonion.com/nuclear-bomb-de...,bring poor worker etc sleep street brought system avail govern polici recommend modi poor also implement minimum wage worker,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,haha anoth drama look super duper bumper good convinc hard accept truth voter delhi bec noth happen neither sheila went jail culprit name fake paper punish law stop fool voter phir baar modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,ask person stand next tie modi bjp watch patriot act indian polit might differ view tulsi,0
https://entertainment.theonion.com/nuclear-bomb-de...,modiji want strip degre doctor professor advoc engin etc downgrad chowkidar happen hospit court construct sitesschool colleg well done modi,1
https://entertainment.theonion.com/nuclear-bomb-de...,look implement faulti success support ppl bank either didnt like chang scold modi swach bharat cant everyth share duti,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,narendra modi power harass oppon misus law destroy institut like cbi rbi judiciari etc done past yr,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,cant that oppos modi movi,0
https://www.huffingtonpost.com/entry/barcelona-ref...,open scam show peopl india goat tomorrow ambani may open space centr also get project modi mangalyan,0
https://entertainment.theonion.com/nuclear-bomb-de...,next movi produc will make elect conclus bhaag modi aaya,1
https://entertainment.theonion.com/nuclear-bomb-de...,ye let filthi rich rich alway let poor suffer alway hail modi,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi govt polit parti betray india seven decad congress parti gave peopl india slogan littl resourc implement howev narendra modi alreadi given poor congress promis,2
https://www.huffingtonpost.com/entry/barcelona-ref...,modi get seat bjp peopl react much,1
https://entertainment.theonion.com/nuclear-bomb-de...,prohindutva modi rss anyth instead visit pakistan secretli greet silent blame everyth pak isnt enough reason invad rescu helpless hindu sister pakistan fake news,2
https://entertainment.theonion.com/nuclear-bomb-de...,like way,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,never sought secur given secur pvnr regim withdrawn atal govt restor modi govt favour,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,leader make peopl capabl earn grow fool give subsidi lolli pop year make effort make peopl skill capabl mani program stand feet jai modi jai bjp jai bharat,1
https://www.huffingtonpost.com/entry/barcelona-ref...,tweet modi postpon practic,0
https://entertainment.theonion.com/nuclear-bomb-de...,watch temporari bubbl burst soon modi shift narr right back spank mafiosi parti public like delinqu,1
https://entertainment.theonion.com/nuclear-bomb-de...,noth wrong know mani shankar iyer went ask help remov modipak happi modii someth new,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,mean,0
https://www.huffingtonpost.com/entry/barcelona-ref...,problem col modi noth els,0
https://entertainment.theonion.com/nuclear-bomb-de...,modi promis still accept pidi even written claim unaccept,0
https://entertainment.theonion.com/nuclear-bomb-de...,rahul gandhi mom look like modi sonia gandhi rahul gandhi whenev among peopl start shout modi modi,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,moron saira took ram gopal verma make film taj mahal hotel immedi terrorist attack control nsg question modi biopic elect madarchodi meant,2
https://www.huffingtonpost.com/entry/barcelona-ref...,kejriw gave free water electr modia money kejriw fulfil promis write farmer loan modia money modi give lakh modia wah modiji wah shah jumla tha,1
https://entertainment.theonion.com/nuclear-bomb-de...,sir bit surpris havent seen gov dashboard around better part modi gov centr,1
https://entertainment.theonion.com/nuclear-bomb-de...,final day cronyism modi govt know bound top unpaid npa whop million anil ambani benefit rafal deal adani privatis domest airport waiv trillion npa croni,1
https://www.huffingtonpost.com/entry/barcelona-ref...,prove bjp modi done noth poor,1
https://entertainment.theonion.com/nuclear-bomb-de...,modi creat million jan dhan account whose use convert black money pure white demonet devast drama got account lay dormant bank charg heavi fee account holder,2
https://entertainment.theonion.com/nuclear-bomb-de...,overal scenario india improv beyond expect within yr modi rule corrupt crimin antin incompet thiev foreign spi print media fake intellectu urban naxal intrud redicalis terrorist want remov modi,2
https://entertainment.theonion.com/nuclear-bomb-de...,garibi hatao slogan year bakwa congress decid implement headmast modi walk classroom,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,modi congress gave money rich,1
https://www.huffingtonpost.com/entry/barcelona-ref...,what posit campaign bjp hope modi speech bring vote,1
https://entertainment.theonion.com/nuclear-bomb-de...,honbl gadkari jinamaskar public usual feel bjp come power next india may hand futur time whera person honbl modi,2
https://entertainment.theonion.com/nuclear-bomb-de...,unpatriot iit intern traitor pro pakistan modi continu aspm like china till aliv,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,even doesnt know simpl mathemat gonna develop countri econom peopl never recogn modi,1
https://www.huffingtonpost.com/entry/barcelona-ref...,ship seen bay bengal alleg tri invad via sea,0
https://entertainment.theonion.com/nuclear-bomb-de...,clueless joker must swait blind hate modi peopl odisha shown your worthless rather jobless,2
https://entertainment.theonion.com/nuclear-bomb-de...,dear yogi adityanath term congress saharanpur candid imran masood kin terrorist azhar masood titl masood logic peopl call thief scamster becoz name titl nirav modi,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,last year govt head narendra modi introduc dbt bank besid subsidi food fertil kerosen ministri hand subsidi poor dbt enabl aadhaar,2
https://www.huffingtonpost.com/entry/barcelona-ref...,poll panel notic modi biopic maker could issu new guidelin,1
https://entertainment.theonion.com/nuclear-bomb-de...,raga marwak manega modi credit goe enjoy,1
https://entertainment.theonion.com/nuclear-bomb-de...,ask peopl vote butter modi peopl upset dont act like noth happen around countri,0
https://www.huffingtonpost.com/entry/barcelona-ref...,congress offer per annum one five peopl poor countri liber think film modi life go make peopl vote bjp much credibl,2
https://entertainment.theonion.com/nuclear-bomb-de...,polit parti get seriou unusu upset happen opposit rank evm modi gang scrape,2
https://entertainment.theonion.com/nuclear-bomb-de...,what happen south bangalor yesterday heard modi contest,0
https://entertainment.theonion.com/nuclear-bomb-de...,smell scam,0
https://www.huffingtonpost.com/entry/jeffrey-lord-...,impact demonet real estat india black money plagu thrive within indian economi age recent demonet economi modi govern rough hand hope act remedi,2
https://www.huffingtonpost.com/entry/barcelona-ref...,quit hilari watch financ minist rememb fiscal deficit today six month unrestrict spend modi govt,1
https://entertainment.theonion.com/nuclear-bomb-de...,neerav modi account,0
https://entertainment.theonion.com/nuclear-bomb-de...,master stroke raga plan disasterstrok congi also countri whole master stroke without master planno master plan without master master day modijiso best interest countri tht modi becom realiti,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,friend pleas help still feel didnt anyth wish,0
https://www.huffingtonpost.com/entry/barcelona-ref...,nope peopl want strong govern sustain growth could achiev wont coalit rd front sab chor hain tabhi sath hain aur abhi cant even put name opposit modi aur baat kartey mia wild card sapna abhi tak sapn may,1
https://entertainment.theonion.com/nuclear-bomb-de...,one tamil parpaan actor support hindutva narr anyway madhavan rate actor debut opportun given anoth parpaan director mani otherwis nobodi madhavan face stuf deep insid modi ass,1
